Bio_id,Uniprot_id
125044,Q8IZQ8
117428,Q6X4U4
112287,O00560
114457,Q9Y297
109793,P25025
110215,Q07954
113569,Q15942
114618,Q92974
118041,Q9UKV8
114352,O14910
128808,Q8IV45
122079,Q9HAP6
113717,P35658
113076,Q9Y210
120608,Q9NUP9
112229,Q07699
114548,Q13432
107480,P17676
119670,Q9Y5A7
107458,P49336
110124,P06239
108810,P06241
114831,O95402
122265,Q9HAU4
107358,P01730
113546,O76080
111095,Q13153
122136,Q8NHY2
120387,Q7L5Y6
114441,Q9UPA5
116097,Q9UBK2
110115,P08865
116022,Q92598
114168,O75840
108825,Q9UBS5
117505,O75177
116945,Q9NZN5
114585,Q92888
114586,O43439
107311,O75081
117989,Q9H334
116865,O15068
125073,O15409
126513,Q5T9C9
125474,Q8IVH2
114944,O15516
107838,P49674
124744,Q9Y3M8
115673,Q9Y6X2
127317,Q8N668
112626,P51571
115675,O14777
106957,P18847
118815,Q9H2X6
111584,Q13164
123566,Q96S94
112530,P00441
113147,Q16881
109833,Q9UK53
112748,O43318
108306,P08246
120832,Q9NVZ3
111354,O14939
117461,Q8NC96
122105,Q96KC8
115717,Q15750
116697,Q9UJY4
117540,Q9UJY5
109170,Q14832
106877,P62330
115051,Q9UQ26
120364,Q76FK4
124876,Q8TD19
116688,Q9H4I2
122731,Q8TEB7
114555,P40818
112700,Q09428
119517,Q9Y221
109032,P63096
112020,Q13464
109898,P56537
120146,Q6ZNA4
112598,P36956
117044,O95931
108995,Q53GS7
123275,Q9C0H9
123974,Q9BTT4
128553,A0JLT2
120734,Q9NX70
111264,P35232
112255,P13501
111936,O15492
116383,Q12802
126855,Q96AV8
129216,Q8N5C8
116740,Q9NYJ8
108192,Q13627
114324,O95171
110185,P49257
113038,Q12933
110771,P19338
114856,O60573
117348,Q9Y4X5
113071,P48995
115111,Q7Z3T8
127852,Q8N6I1
112055,P62913
107463,Q8N726
107153,Q13887
126872,Q6WBX8
114428,Q9UNS1
120300,Q9BVW5
111929,P41220
112479,P51531
124277,Q9BRA2
116994,Q8NHU6
108007,Q14203
106971,P05026
106966,P05023
116534,Q8WXI2
116525,Q9Y2I2
116718,Q2M1K9
121012,Q9UKB5
121760,Q96L34
120177,Q96QT4
112393,Q13309
115532,P61962
114078,P78357
117569,Q8TEL6
113168,P63146
111490,O75688
110913,P46531
115252,Q504Q3
107135,Q03001
113124,Q8WZ42
112154,P23921
117975,Q15327
205077,P70441
112507,O76070
114769,O14745
118877,Q9Y613
120953,Q9NZ42
114863,Q9NZU7
107171,P05155
121094,Q96MG7
114107,O75363
110915,Q04721
107223,Q16790
122297,Q9H6S3
120218,Q8TE68
122721,Q8TE67
114906,O95429
121642,Q969V6
118159,Q9UEW8
121563,Q9ULH7
118809,Q9UJU6
111675,P17980
108279,P11161
109305,P08631
106820,Q92870
114845,Q86YM7
111908,Q92900
114973,O75376
122397,Q9H1J1
120887,Q96KP1
126840,Q5I7T1
116464,O60645
118789,Q9Y2X7
121883,Q9HBA0
116950,Q6ZSZ5
112798,Q99081
110161,P22888
115001,Q15014
126769,Q96AX9
116869,Q6XZF7
121673,Q7Z6J0
114843,Q9NSC5
111821,O75943
109540,P34932
129495,Q7Z4N8
108148,P35462
108147,P14416
108149,P21917
107271,P27824
111004,Q16625
124117,Q9BPY8
112763,Q02246
106893,P40616
128828,Q5MJ70
111590,Q02750
124174,P58062
112681,P61764
126802,Q86SS6
109943,P22460
118151,Q9UMS4
115671,P63244
113331,P17861
113148,P29597
116228,Q9P1W9
121824,P57087
111638,P24158
123734,Q9BX67
110461,P14780
114818,Q9Y232
108278,P18146
112651,P40763
111092,P05120
36744,P22141
110433,P54252
119002,Q9P1T7
116459,Q99623
111863,Q09028
114202,P49757
120025,Q8WZ75
114353,P46940
109160,Q12879
111453,Q01851
110416,P33076
121991,Q8WVB6
111018,O15527
109367,P01903
107265,Q9UQM7
246890,P04775
114579,O95831
131543,O60741
115338,Q9Y3Q4
112666,O14965
116066,Q9Y251
112954,O00206
121873,Q6IA17
119372,Q8N4C6
109770,P14778
114069,O75335
114111,O75145
114071,O75334
114562,Q13330
107269,P49069
112486,Q96GM5
112706,O43463
107983,O43293
113679,O95278
111507,P67775
112647,P49675
107757,O15551
114652,O94776
114533,O95832
109130,Q9HBH9
107316,Q13191
116978,Q9UPY3
111414,Q99719
119295,Q8WVM0
116222,O75689
111573,Q15139
114559,Q9Y216
107530,O14646
109987,O43525
114558,Q9Y217
114095,Q13574
111447,P14859
110924,Q14207
107606,P49759
119082,Q9NZ53
108868,P04406
112979,P01375
107293,Q92851
106852,P48023
106665,P25098
111317,Q13526
115766,Q92854
114687,Q99418
107411,P11912
31786,P10591
115437,P51572
31638,P32915
113260,P45880
121019,Q9UHQ4
115774,Q99828
36075,P32589
109380,P17693
106884,P84095
110261,Q15797
118021,Q9Y283
114997,Q99689
110927,O15259
112855,Q13569
110872,Q02575
117962,Q7Z494
113365,Q04917
108123,P26358
108126,Q9UBC3
116077,Q9Y2K6
109190,P15170
120534,Q96J84
113075,Q9UL62
119230,Q9Y3D6
115091,A7KAX9
106603,P35609
112388,P12755
111229,O60825
111362,P53350
113074,Q9UBN4
109143,Q14451
125152,Q96A56
114232,Q9UEW3
112712,P51809
107288,P51878
205897,Q61581
110928,O60500
108896,P43694
107864,P52952
111941,Q15382
112396,P43005
112773,Q99593
111834,P11233
111841,P62834
112186,P31151
106880,P61586
109850,O15503
123555,Q9H211
121591,Q7Z417
111570,P41743
107455,Q00535
107881,O60716
112109,Q15418
112110,Q15349
112679,Q12846
225783,P18654
115181,Q9UQC2
112678,Q13277
118882,Q8WY64
108368,P32856
123836,Q9H2V7
116000,Q9HC98
107582,P61024
106845,P02649
33701,P40335
127768,Q86XP1
115146,Q92563
121014,Q9UNZ2
112937,Q07157
106847,P02749
108190,Q92997
108189,O14641
106785,Q12955
109949,Q96PR1
112595,P30626
108867,P17677
112179,P23297
106647,P29274
113028,P12270
123767,Q17RD7
114979,Q9BUZ4
119489,Q9UM11
123527,Q9GZM8
127411,Q7Z6A9
114230,Q15121
120074,Q9NV92
114346,O75446
109352,P10321
111799,P62820
119052,Q5QJE6
108328,P54851
116922,Q9Y4E6
107410,P04233
116590,Q15042
107297,P04040
110446,P42568
124193,Q9BX69
118965,Q9Y6I3
116563,O94989
109502,Q7Z444
106883,P61587
112683,O00186
110341,P33991
106805,P08758
120262,P0CG13
122526,Q9BVC3
111915,P40938
113014,O15350
115306,O95072
114574,Q9UQE7
108325,P50402
114240,Q8N4A0
110974,Q01974
125011,Q969P0
124016,Q8WYH8
109031,P30679
119354,Q9UJU2
113116,Q99614
108211,Q9UH73
118949,P81274
108203,O00716
108202,Q14209
121906,Q96A65
108206,Q16254
110764,P13591
112347,O43765
109161,Q13224
108085,Q92796
114852,Q6UWB1
106625,O43306
116115,Q9Y2Z0
110043,P01116
111377,O43157
114384,Q86U70
107775,P16220
110713,P35580
111120,P40424
122735,Q9H0E3
119708,Q4LE39
122174,Q9H7L9
119259,Q96D46
120802,Q7Z412
115412,O14595
121804,Q9GZU7
123599,Q9C004
115547,O43597
113265,P15692
114888,Q9UHI8
114523,O75928
116357,Q9Y446
117311,Q9Y3M2
112540,P48431
124712,Q8NI22
110322,Q9UIS9
107671,P26992
108016,P35638
109038,P50148
112173,P21817
128490,Q86Z02
114444,O95243
111767,P23471
113846,Q13112
110812,Q15019
111594,P52564
110339,P49736
117572,Q9UGI8
112474,O00631
114624,O60721
115195,Q15008
114181,Q9H3D4
107399,Q08722
115043,Q15386
114333,O15164
111678,P62195
107244,P05937
114302,Q13158
109588,P28223
109338,Q16665
115470,O14709
122824,Q9H875
112299,P0DI81
123657,Q99618
114105,O00257
116175,Q96AC1
120128,Q8WUP2
109238,Q02153
110196,Q9UIQ6
112285,P34741
118389,Q9NYS0
110860,Q15653
110314,P31153
123723,Q8IXQ6
127392,Q8TDB6
108173,Q86Y01
111932,P49802
111630,P78509
111603,P16471
114415,Q13614
127414,Q9NY27
119102,P57678
111111,P23760
109216,P29084
115857,Q96HC4
113444,Q16587
109402,P17096
119964,Q5H9L4
109269,P0C0S5
115022,Q14151
121157,Q9NR28
125211,Q96S44
112189,P60903
115475,O60504
115988,Q9NYY3
117406,Q96PM5
114662,Q8TDM6
119097,Q9HBG4
113271,P15311
107587,Q96CW1
107970,O75553
107371,P20273
109784,P08887
113167,P49459
113357,P07947
115351,Q9Y6F1
119165,Q4KMG0
119719,Q92930
112344,O00141
115478,Q9Y580
124859,Q9BWV1
123330,Q9C0E4
121533,Q86WK6
131497,Q86SJ2
132150,Q86WK7
112770,O60907
110894,P15531
112391,P63208
111921,P22670
108150,P21918
106864,P10398
113761,O95619
112600,P11831
112599,Q12772
115830,O95359
110147,P09382
107788,P46108
117811,Q96HL8
119071,Q7LG56
108128,Q14185
106699,P35869
122306,Q5THR3
116446,Q99497
114032,Q13616
114031,Q13617
114028,Q13620
114029,Q13619
114377,Q5JQC9
120533,Q658P3
120937,Q86VP6
106624,O95622
108836,P28472
119501,O95071
110575,O15457
118892,Q9H0H5
109153,P28799
110982,P52948
125120,Q96C24
110576,O43196
111353,Q13393
115083,Q9UKV0
117069,Q8WYB5
109224,P78347
116667,O60341
119468,Q96BD5
108231,P25101
112518,P62318
110859,P25963
116901,O75182
119613,Q8WUI4
115149,O75150
114739,Q9Y5Q9
114737,Q9Y5Q8
115868,Q9BUI4
125039,Q9Y605
109227,Q92994
121529,Q8WXI9
202320,P37238
109132,Q13227
204126,P60762
123818,Q969S8
109152,O43424
107076,P41182
109736,Q06330
114214,O00303
609064,Q9UQ88
122149,Q9NPA2
107342,P51946
575724,P14598
110474,P51948
114166,Q9Y265
114738,Q9UKN8
119903,Q9NRF9
116281,Q9BUJ2
114916,Q86X95
121004,Q9NPF5
109205,P09211
109561,P10809
107533,Q14839
108918,Q92830
113900,Q9Y4A5
201635,P01108
110319,P61244
111913,P35251
121676,Q96L91
110737,P15172
113770,O14519
199259,P13864
241423,O09106
112482,Q12824
114200,Q15788
110856,Q14938
120228,Q6W2J9
111869,Q08999
108577,Q00688
111861,P29374
111463,Q03181
121908,Q9GZN2
113036,P14625
112650,P52630
107332,P14635
108423,Q13465
112489,Q969G3
114442,O75593
118984,Q9UJW3
107532,Q12873
113498,Q05516
115420,Q9H422
120794,Q9NWT6
115735,Q99592
198693,P40201
113723,P55197
106601,O96019
121686,Q96QT6
112211,Q01826
248286,Q64663
112638,Q15532
108317,P19419
110369,Q02078
107475,Q99626
111114,P26367
112485,Q8TAQ2
116484,Q9UKT9
122146,Q9H2S9
116485,Q9UKS7
207862,Q8C2B3
109514,Q14469
117045,Q9UBP5
109433,Q00839
114802,O95218
117243,Q9Y6B2
115700,Q96PK6
115737,O75528
108897,Q92908
107842,P19784
113141,P54198
109422,P22626
108188,O14640
114418,Q99829
106956,P18846
120968,Q9BY41
128695,Q96FN4
126267,Q96A23
108603,Q13045
108021,P17844
111724,P06454
108597,Q12778
112655,P42226
110269,O75444
117973,Q8IZL8
110846,Q13469
115138,Q92585
106894,O14813
107116,P35226
123896,Q9BYE7
109869,Q14653
108233,P78364
122864,Q8TAD8
114676,O75582
114468,O75676
109868,P14316
119642,Q9Y2Y9
113575,Q13029
113172,P51965
113171,P61077
113180,P68036
113170,P62837
113173,Q96LR5
115740,Q969T4
114492,O76064
228291,Q925F4
112212,O95248
116151,P83916
116997,Q8N488
109676,P17181
109431,P61978
111271,O43189
113593,P78543
116735,Q9UPQ9
111461,Q07869
112610,Q96SB4
35394,Q03656
277191,O94309
119789,Q9P0K1
116384,Q9UKA4
111562,P13861
108408,P62495
129129,Q58A45
36877,P32598
118938,Q9UIV1
111497,P41236
115443,P50616
111555,P22612
110438,P40692
114862,Q9H944
109435,P31314
112704,Q15528
108797,P35637
116473,P60520
115544,Q8IYB3
106559,P78348
119010,O00212
115498,Q16602
112440,P48764
115343,Q92643
112438,P19634
109148,P42262
109158,Q16478
115816,Q9Y6D6
107826,P32927
113099,Q92574
113100,P49815
109006,O94925
109325,Q30201
112928,P31483
114300,O43353
109874,P35568
115972,O43896
111661,O14818
110015,P10721
111753,P23468
109907,Q08881
108552,P22607
112649,P42224
117455,Q9NRF2
202032,Q02650
109870,Q15306
110030,P52732
108559,P09769
113257,P18206
111554,P22694
110220,O75197
112883,P10589
115993,O95707
108937,P55040
110955,Q16656
113192,P09936
201483,O08989
116183,Q92905
112321,Q96HF1
116031,Q8WU20
108448,P25116
110815,Q15843
113237,P22415
108636,P01100
113742,P15407
108638,P15408
114689,O14713
108932,P31150
122658,Q9BZR8
117429,Q8TEQ6
114838,O95819
112411,P08195
118894,Q8WV28
110190,P25800
107405,P08962
107413,P60033
107366,P21926
106851,P25445
109503,P52594
107561,P36544
125352,Q8N1F8
110768,P19878
107441,P55286
116120,O14776
114110,O00116
116145,P24390
111365,P26678
114209,Q9Y4H2
111755,P23469
115304,Q14512
107454,P11802
107292,P55211
111571,Q16512
107106,P55957
112987,P20333
114210,Q14152
113828,P55199
116188,Q13435
109174,Q14831
117017,O75533
115648,Q9Y698
110268,O15198
114654,Q14978
119171,Q9Y566
109767,O14920
113246,O15550
109884,P08648
113247,O14607
109894,P05556
109891,P06756
111182,P16234
107709,P53621
114693,P35606
106898,P27540
111345,Q03405
114488,O14543
110372,Q06413
111814,P53611
36866,P38682
111161,Q16342
106867,P48444
31884,P35197
112653,P42229
108983,P51654
112654,P51692
110103,Q16787
111759,Q12913
108372,P07814
115684,P46937
201466,O89100
121148,Q9NRA8
112737,O00268
111588,P53779
117117,O95273
108506,P12318
111082,P09958
112111,P51812
109652,P05156
114940,O14653
249643,Q63531
203367,O09044
203215,P98083
123894,Q96QH2
112717,P43405
114903,O95249
247095,P60881
114487,Q99558
107569,O15111
115333,O75340
109780,P24394
110679,O15146
114325,O00220
107274,P17655
114429,O95999
115154,Q14161
113293,P42768
107378,P10747
110909,P29474
113277,P98155
113579,Q14114
117170,Q9Y6Y9
107984,P14868
109095,P49683
109241,P51841
121384,Q9HD26
106524,P01023
110141,P01130
110221,P30533
113303,P30291
115906,P49711
110194,Q8TE12
108964,P17302
116480,P62070
108165,Q99576
111973,P25440
113503,Q13105
107306,P51636
108237,P68104
111352,P16885
112872,P54274
114748,O95721
123257,Q9H2K2
112930,Q13009
117086,Q13387
106714,P22557
119055,Q9NZN3
112374,P15907
109899,P18084
202349,Q60676
119795,P58549
113348,O14980
222825,Q99N11
111085,P43034
113015,Q13641
112606,P09132
112067,P62750
106881,P62745
106882,P08134
109775,P14784
119425,Q9NYM9
114012,Q15466
112805,Q9UH92
108822,P12956
112865,P42680
111743,P35236
111752,P08575
119949,Q9NY12
108399,P22087
107668,P21554
112037,P27694
107987,Q92904
113763,P52926
108377,P21860
107396,P25942
116682,Q9UKE5
106664,P13945
106663,P07550
110315,P42679
198008,P25962
112537,Q07889
108537,P05230
108824,Q13480
108908,P02774
111777,Q92692
114839,O95711
116992,Q13352
109625,Q02535
109822,Q12906
108929,O14793
114853,O60239
113910,Q9Y2T1
125567,Q9Y2D8
108178,P51452
107036,P30530
113607,P61073
109863,P51617
108019,Q92499
106901,P49407
110130,P09848
114958,Q02952
200857,Q62120
109985,P51787
114089,Q9Y6K9
111218,O75381
113039,Q13114
114160,O14788
110388,Q16820
113037,Q13077
110387,Q16819
107478,P06731
110251,P20645
121781,Q8TE85
114754,Q15599
112967,P42166
108361,P54762
108362,P29323
114364,O15519
106608,Q13705
106757,P02760
113127,P02766
112353,Q99962
106770,P49418
107415,P48509
107398,P16070
107262,P27797
110346,P15529
113590,Q9NP85
109880,P17301
117036,O60885
112174,Q92736
108263,O43921
112025,P08922
115586,O96013
111185,P09619
108566,Q13643
115722,Q9UI95
113040,O00463
111237,P07737
107309,Q01196
110378,Q13233
109030,Q03113
110440,Q02779
118876,Q9ULZ3
112659,P48723
110442,Q16584
110381,Q99683
109782,Q01344
110459,P09237
122147,Q9H5V7
112906,P37173
111425,Q9Y253
107872,P29279
111043,O43913
112389,P12757
116701,O75155
107390,P28907
112332,P62995
108612,P35916
113073,Q13507
199245,P11531
250872,Q91ZY6
112566,P17947
111736,P18031
112394,Q13239
114358,Q96PV0
121378,Q9HCX4
200263,Q9Z2V5
118945,Q9P2W1
122042,Q9H251
115815,Q9Y6D5
114207,O95271
106717,P33897
111471,O14829
111783,P28288
111466,O14830
110000,P33176
108118,O14576
112350,P78314
122816,Q8IXK2
108606,O75369
200046,Q60631
122018,Q9HCN2
112630,P30874
115485,Q07912
198906,P97784
112665,Q13043
114563,O95835
109896,P05106
108164,P32926
111750,P18433
108371,P19235
109947,Q14721
109956,Q9H3M0
109897,P16144
109948,P48547
114215,O75821
109711,Q16270
109340,P61086
113501,Q9UQR1
117961,Q9UHC1
111972,Q99496
114828,O76036
111391,P54277
125509,O60391
108288,P29317
117321,O95073
110434,P46013
114660,O14490
107028,P46100
111741,P29074
126680,Q96FJ2
111574,Q04759
107971,P98082
120997,Q96RT1
107711,Q99612
119922,P99999
114260,O60869
107975,Q14118
110029,Q07866
122313,Q9H0B6
110001,O60282
108957,P10912
111745,Q06124
113190,P17480
117156,Q9ULV8
112181,P29034
110165,P42702
115334,Q9HD36
98488,P35567
110035,Q14974
108625,P49354
117810,Q96S38
113367,P43403
111076,P30086
109425,Q14103
108072,P15559
111587,P45984
121212,Q9NS91
112910,P21980
114889,O75439
119544,Q99990
111699,Q13635
114195,Q9Y6C5
109414,P41235
109035,P08754
109033,P04899
115425,P61163
107791,P02741
120736,Q9HBM0
107489,Q03188
107638,P51679
204818,Q62227
108010,Q92466
114397,Q13501
112802,Q9UGU0
111127,Q15366
109432,P14866
109424,P07910
107031,Q9Y679
123559,Q9NSV4
110866,P23511
107310,Q06455
119391,P57054
110457,P08253
112619,P05455
114345,O94777
109220,P32780
115969,Q9Y2U5
113566,Q12852
111595,O14733
114864,Q9UQF2
110688,P10243
106670,O94973
114386,P56645
110687,P10242
111775,P15151
113810,P52198
109412,Q9Y261
108726,P42685
121192,Q9HD89
107456,Q00534
107771,P20023
107368,P15391
106826,Q13490
106827,Q13489
121751,Q9H254
114895,Q99988
113017,Q16890
114276,O00198
110119,P16949
118098,Q53EL6
108161,P53805
113016,P55327
118090,O75509
111919,P14373
116231,Q9UJV3
109066,Q14789
110427,O15344
125596,Q9C030
115858,O75382
124491,Q9C035
125280,Q9C026
123541,Q9BZR9
123523,Q96F44
106868,P36406
112615,P19474
116608,Q13049
116257,Q9BZY9
113500,Q14258
114505,O60271
117177,Q14134
114277,O43557
110233,P36941
198235,Q06507
113253,P52735
115715,Q9UKW4
106646,P30542
124195,Q969Q1
108084,Q15700
112662,Q13586
109189,P06396
113117,Q99615
117070,Q9Y6J0
107386,P16671
110342,P33992
114614,O43283
114391,O15056
110455,P08473
115286,Q14764
111189,Q15118
116995,Q9Y3R0
109953,Q9NZV8
116004,Q13576
114849,Q9NRD5
112324,Q07955
111819,P60763
114709,Q05519
114241,O75907
112325,Q01130
107837,P48730
111310,P11309
110038,O00629
123327,Q8TE23
111146,O95613
123328,Q7RTX1
116514,Q7L804
112118,P46783
107035,P30518
107359,P06127
111249,P49763
109534,P31689
107289,P55212
114729,P61201
111335,Q99959
113152,Q06418
111740,P26045
111445,P28069
109548,Q16082
109145,Q14449
113264,P11473
114042,O75486
109043,P19086
108895,P23771
112952,O60603
108354,P27105
115355,Q8N5H7
313463,Q8WXE1
119936,P35713
116106,Q59EK9
110353,Q99750
114406,O60318
112365,Q15465
113220,P13051
116184,P50579
119721,Q9P2W3
115332,Q8WUM4
107341,Q16589
112343,Q13326
112342,Q92629
108319,P41970
109217,P35269
109245,P08236
109445,P31269
110023,Q13241
113308,P04628
113919,O60353
113309,P09544
112870,Q99973
111943,Q15835
107350,P15813
107215,P00918
107268,Q13555
106689,P78504
109544,P11142
118391,O00548
107428,P30304
119115,Q9NR81
108232,P24530
106691,P30556
116969,O60331
113783,P56279
108163,Q14126
115794,Q13561
116891,Q8TD16
110618,P56278
114339,O75909
108040,O00273
108475,Q9HB96
202439,P97814
114663,O95997
113867,Q93008
107047,O14867
114320,Q9Y6Q6
114513,O43586
108607,Q14315
124514,Q96JC9
108292,P06730
113747,Q12974
107894,P07711
109901,P26010
110868,Q13952
109128,P43250
111832,P15918
109126,P32298
202564,Q08297
106666,P35626
109969,Q14654
109864,P23229
198596,P22646
200861,O88792
109700,P05019
111731,P21246
110639,P48039
115863,O95630
114161,O76081
110852,Q16236
115902,O95319
116887,Q9UKB1
107308,Q13950
112933,P16035
114000,O75815
119426,P57682
113323,Q14191
117940,Q9ULX6
109887,Q13349
114301,O95407
110336,P10911
112869,Q02763
108337,P17813
126760,Q8TDR2
111343,P00750
107663,Q9H4B4
115401,O15145
110056,P13645
107972,Q9UI36
113368,Q15637
111809,Q12851
118145,Q14966
117971,O43561
111568,P05129
109940,P16389
113364,P61981
106739,Q9UM73
109941,P22001
115301,P62877
112475,P03973
109939,Q09470
113624,P51149
107800,P02511
110904,Q15233
114126,Q9UNH5
106814,O14727
111311,O00329
114299,P62491
112707,O95425
110126,P80188
109045,P62879
107290,P55210
119289,Q9Y371
119516,Q9Y262
125203,P61266
121611,Q8NFZ4
116538,Q8N2Q7
121951,Q9BXP8
114508,O60496
109393,P05114
119944,Q9NZ94
110686,P50539
123658,Q9BW11
115854,Q14582
112558,Q9NPE6
113718,Q9UBR4
112538,Q07890
112961,O14817
113230,P31930
113231,P22695
112206,Q9NSC2
129224,O14931
109612,P32942
115448,Q13283
114274,Q13546
114266,Q9UBT7
109083,P80108
108264,P52797
108262,P20827
115682,O95398
121612,Q9H2E6
108266,P52803
121402,Q9P286
116253,Q8WZA2
115116,Q92565
117026,O60725
111579,Q13237
119042,Q9Y2W7
118149,O43719
114106,Q14012
111090,P00439
118783,Q9Y2Q5
107797,Q16526
112697,O00267
107798,Q49AN0
117479,Q9H8Y8
122232,Q9BQQ3
247775,P37230
112951,Q15399
111330,P30613
126770,Q8WTR2
116655,Q96T58
114090,O95163
114298,Q92956
113818,Q92667
109073,P07359
124599,P56704
109074,P13224
113311,P41221
115159,Q14999
115298,O14618
117645,Q8N3Y1
113410,Q06730
108432,Q16394
120837,Q8TEW6
114138,Q9BUB5
115415,O15144
114257,Q15628
106675,Q08117
108433,Q93063
111213,Q13608
110492,P40238
120330,Q96BS2
114420,O75843
126581,Q8WWW8
115265,Q9Y5S9
108621,P02751
111808,P20340
110144,P48357
117335,O95238
109582,P08908
109584,P28221
107465,P42773
127707,Q86UN6
111930,P49796
113144,P43489
118975,Q13156
107381,P28908
107093,P30411
110046,P04264
111851,P13631
119662,Q9Y272
112936,P43699
107354,P07766
120943,Q96CJ1
198404,O08901
107352,P06729
112515,P09234
119296,Q96BI3
118016,Q9UHB7
111064,Q99571
115930,Q9Y692
112436,P32418
115428,P40617
114465,Q92995
112504,Q16143
127096,Q8N196
108440,O00167
106558,Q16515
121739,Q9BXM0
108155,Q13474
122551,Q9BPZ7
112112,P23443
249866,P67999
108296,Q04637
114211,P55884
108293,Q13541
121582,Q8N122
199420,P63073
111512,P63151
249670,P63059
125175,Q8TF40
250643,P63074
114212,Q99613
111844,P47736
112163,P30622
123254,Q13057
120102,Q9NYV6
107334,P30279
128366,Q8NFG4
248568,P42346
123998,Q9BY77
111766,Q13332
111180,P04085
113578,Q93096
115850,O14492
110257,P29966
119726,Q9NPC6
121849,Q9NP98
124899,Q8TDC0
109837,P09529
112316,Q01105
110359,O15151
117434,Q9GZV5
115180,Q92556
124526,Q8WXE9
112414,P13866
106542,P78363
109965,P48051
114506,O14981
204323,P02340
109836,P08476
108144,Q01658
111454,Q12837
113222,P55055
109703,P11717
114477,O60936
110253,Q14596
110593,P28360
112754,Q03519
112753,Q03518
122124,Q9H222
113361,P31946
113370,P26651
110121,P18428
120541,Q6IA86
116720,Q9UNA1
118978,Q6P5Z2
122784,A1A4S6
112862,P28347
114013,Q5T230
111710,Q9P2B2
110428,P14174
123502,Q9H7C4
110867,P25208
129767,Q6NZI2
111356,P00747
106896,P36405
114747,Q15836
118896,Q9UKS6
121657,Q6VN20
115522,O43752
107691,Q02388
107704,Q9UMD9
114223,O14662
115362,Q9NTJ3
119004,Q9NQ94
125043,Q5JTD0
106540,O75027
109808,P42701
119612,Q9NS73
115246,Q15021
121167,Q9NQX5
109811,P78552
117604,Q9Y2R2
120254,Q9C0C4
106672,P63010
119685,Q9UBE8
112286,P31431
112907,Q03167
114835,Q9Y287
121308,Q9NS69
114120,Q8IW41
112404,P11166
115084,P50748
110826,P51955
109064,Q08378
122753,Q96FL9
115336,Q9UQQ2
107353,P04234
124716,Q96LC9
120424,Q68EM7
115241,Q17R89
114857,Q13023
111170,Q08499
116800,Q7L576
116162,P31948
108856,Q00973
107357,P20963
113587,P51398
129277,Q5TCQ9
115565,Q7Z628
116354,Q92918
110970,Q16620
114593,O14964
107529,P18754
115328,Q92844
112710,P23763
115705,Q13901
120522,Q9BTT6
107828,Q99062
120714,P35712
119610,Q9NRW1
110748,E9PAV3
106921,P50553
115450,Q14213
110989,P51810
119114,Q9NR80
113255,P19320
116658,Q15024
113279,O76090
121243,Q9NQT4
108579,Q13451
112790,P35680
114744,Q9UFF9
114290,Q13443
110332,P43121
109821,Q12905
114967,Q9Y4A8
115818,Q9UI14
107385,P28906
111810,P51153
114991,P53992
115696,O95487
112946,Q04727
107109,P51451
112448,P55017
111812,O00194
114271,O43292
115340,Q92837
108383,P19447
117195,Q96BR1
120917,O43593
119644,Q8TCX1
114378,O43150
108374,P42566
107858,P04080
114359,Q9UIB8
124433,Q96D71
125557,Q5T1C6
108439,Q99502
114680,O95153
109991,Q9BQ31
112509,P08621
108457,P00742
120320,Q9NWW0
111827,O15315
107369,P11836
109610,P05362
120931,Q9NWQ8
110456,P03956
117137,Q9UIK4
110458,P08254
110462,P09238
110460,P22894
110465,P45452
109791,P25024
112171,P34925
114416,Q13523
109146,Q13905
108158,Q02487
108176,P28562
116125,Q15287
108971,P08034
123321,Q9BY84
123689,Q8WWW0
111782,P40855
116059,Q8WUF5
110954,O43847
120503,Q9NVJ2
120354,Q8NDB2
107637,P51677
110131,P00338
114466,O00401
117474,Q9P2D0
108349,P11171
122869,Q9H840
111416,O00592
112395,Q13291
109621,Q02556
111456,Q01860
110861,O00221
114180,O14593
108159,Q14574
118866,Q9HD47
123157,Q8NFT6
111517,Q15172
107256,P62158
108853,O14976
107784,P34998
115291,O95150
111369,Q04941
108580,P55316
106682,P02771
112497,P61956
109459,P17482
114524,O95382
128827,Q8TD08
112885,Q14186
117623,Q9UK22
111201,P16284
111846,P10114
115664,Q9Y239
110036,P52292
113258,P55072
114173,O60763
249325,P54645
109964,P48544
109218,P13984
109962,P48549
113289,P04275
125325,P58753
112868,P55061
125591,Q8WVJ9
112949,Q9Y490
110305,P11137
113800,Q9H2C0
111204,Q9GZU2
109866,P48200
115569,Q99720
106825,P27695
246396,P15207
117324,Q8N5V2
106602,P12814
112517,P62316
114312,Q9Y5U5
110017,P20151
108997,P08151
112519,P62304
112521,P62308
107383,P20138
115602,Q15025
110323,P11226
107173,P02745
120335,Q9NWT1
107176,P00736
111629,P48740
115574,O75940
115652,Q00978
111515,Q06190
113529,Q15776
116201,Q86UE8
109159,Q05586
123283,O95866
106885,Q07960
115356,Q9BRG2
110734,Q13459
111589,O15264
109309,P14317
112500,P60880
119720,Q9BT40
107400,P09326
110858,Q00653
113098,Q15631
119157,Q9NPB6
113511,P49910
124145,Q9BYG5
106606,P36896
114801,O60711
106740,P18054
110444,Q03111
117441,Q9NQS3
108391,O75460
114867,Q9UNK0
113251,P50552
112351,Q15811
113731,O43184
116302,Q8N2M8
115982,Q9UKX7
121273,Q9HCS7
111033,P35372
119978,Q9H0E2
109774,P01589
